# act7 (shape [69, 104]),\
14.000,\
4.000,\
0.000,\
60.000,\
5.000,\
11.000,\
0.000,\
0.000,\
15.000,\
16.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
1.000,\
0.000,\
57.000,\
0.000,\
14.000,\
36.000,\
0.000,\
64.000,\
0.000,\
6.000,\
80.000,\
58.000,\
0.000,\
0.000,\
8.000,\
53.000,\
0.000,\
16.000,\
0.000,\
0.000,\
22.000,\
25.000,\
68.000,\
2.000,\
7.000,\
66.000,\
0.000,\
7.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
44.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
76.000,\
0.000,\
44.000,\
0.000,\
2.000,\
29.000,\
0.000,\
4.000,\
0.000,\
74.000,\
46.000,\
15.000,\
54.000,\
0.000,\
0.000,\
0.000,\
0.000,\
48.000,\
31.000,\
0.000,\
0.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
40.000,\
0.000,\
19.000,\
29.000,\
32.000,\
55.000,\
0.000,\
0.000,\
75.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
7.000,\
0.000,\
20.000,\
15.000,\
0.000,\
72.000,\
0.000,\
0.000,\
80.000,\
0.000,\
97.000,\
0.000,\
0.000,\
85.000,\
66.000,\
0.000,\
0.000,\
1.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
79.000,\
36.000,\
20.000,\
11.000,\
35.000,\
107.000,\
15.000,\
13.000,\
0.000,\
0.000,\
19.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
0.000,\
0.000,\
5.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
66.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
82.000,\
0.000,\
45.000,\
0.000,\
1.000,\
54.000,\
0.000,\
35.000,\
0.000,\
102.000,\
51.000,\
39.000,\
67.000,\
0.000,\
0.000,\
0.000,\
0.000,\
60.000,\
75.000,\
0.000,\
0.000,\
20.000,\
9.000,\
0.000,\
0.000,\
0.000,\
16.000,\
0.000,\
9.000,\
55.000,\
0.000,\
0.000,\
0.000,\
0.000,\
90.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
127.000,\
0.000,\
0.000,\
81.000,\
0.000,\
115.000,\
0.000,\
30.000,\
163.000,\
87.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
1.000,\
0.000,\
57.000,\
71.000,\
20.000,\
15.000,\
48.000,\
98.000,\
0.000,\
21.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
22.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
125.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
69.000,\
0.000,\
64.000,\
0.000,\
31.000,\
11.000,\
36.000,\
0.000,\
0.000,\
18.000,\
64.000,\
0.000,\
113.000,\
0.000,\
0.000,\
0.000,\
0.000,\
77.000,\
119.000,\
38.000,\
0.000,\
60.000,\
89.000,\
14.000,\
9.000,\
0.000,\
8.000,\
35.000,\
0.000,\
45.000,\
26.000,\
74.000,\
0.000,\
0.000,\
89.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
16.000,\
9.000,\
0.000,\
0.000,\
0.000,\
166.000,\
0.000,\
0.000,\
42.000,\
0.000,\
120.000,\
0.000,\
5.000,\
173.000,\
84.000,\
0.000,\
1.000,\
13.000,\
27.000,\
0.000,\
0.000,\
0.000,\
0.000,\
89.000,\
50.000,\
14.000,\
44.000,\
62.000,\
91.000,\
22.000,\
17.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
6.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
12.000,\
73.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
103.000,\
0.000,\
45.000,\
0.000,\
3.000,\
65.000,\
0.000,\
2.000,\
0.000,\
0.000,\
59.000,\
0.000,\
135.000,\
0.000,\
0.000,\
0.000,\
0.000,\
59.000,\
102.000,\
51.000,\
0.000,\
72.000,\
117.000,\
0.000,\
0.000,\
0.000,\
0.000,\
30.000,\
40.000,\
32.000,\
94.000,\
51.000,\
0.000,\
0.000,\
118.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
171.000,\
0.000,\
0.000,\
116.000,\
0.000,\
161.000,\
0.000,\
60.000,\
213.000,\
19.000,\
0.000,\
0.000,\
0.000,\
29.000,\
56.000,\
0.000,\
0.000,\
0.000,\
101.000,\
76.000,\
0.000,\
45.000,\
120.000,\
125.000,\
12.000,\
43.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
78.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
44.000,\
84.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
38.000,\
0.000,\
104.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
0.000,\
0.000,\
53.000,\
0.000,\
196.000,\
0.000,\
0.000,\
0.000,\
0.000,\
70.000,\
94.000,\
21.000,\
0.000,\
163.000,\
142.000,\
0.000,\
0.000,\
0.000,\
0.000,\
48.000,\
73.000,\
63.000,\
46.000,\
43.000,\
0.000,\
0.000,\
114.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
133.000,\
0.000,\
0.000,\
82.000,\
0.000,\
102.000,\
0.000,\
0.000,\
199.000,\
29.000,\
0.000,\
0.000,\
0.000,\
0.000,\
9.000,\
0.000,\
0.000,\
0.000,\
53.000,\
68.000,\
0.000,\
0.000,\
149.000,\
69.000,\
0.000,\
76.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
97.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
47.000,\
0.000,\
2.000,\
0.000,\
0.000,\
53.000,\
0.000,\
0.000,\
0.000,\
0.000,\
6.000,\
131.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
28.000,\
0.000,\
68.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
4.000,\
51.000,\
0.000,\
213.000,\
0.000,\
0.000,\
0.000,\
0.000,\
104.000,\
200.000,\
84.000,\
0.000,\
100.000,\
110.000,\
56.000,\
12.000,\
0.000,\
65.000,\
27.000,\
76.000,\
72.000,\
59.000,\
52.000,\
0.000,\
0.000,\
86.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
29.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
200.000,\
0.000,\
0.000,\
59.000,\
0.000,\
160.000,\
0.000,\
0.000,\
109.000,\
0.000,\
0.000,\
0.000,\
32.000,\
0.000,\
35.000,\
0.000,\
0.000,\
0.000,\
77.000,\
116.000,\
0.000,\
25.000,\
134.000,\
75.000,\
55.000,\
68.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
52.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
37.000,\
134.000,\
12.000,\
0.000,\
0.000,\
0.000,\
0.000,\
27.000,\
0.000,\
30.000,\
0.000,\
0.000,\
23.000,\
0.000,\
16.000,\
0.000,\
14.000,\
28.000,\
17.000,\
177.000,\
0.000,\
0.000,\
0.000,\
0.000,\
131.000,\
131.000,\
54.000,\
0.000,\
88.000,\
118.000,\
0.000,\
0.000,\
0.000,\
111.000,\
0.000,\
0.000,\
51.000,\
6.000,\
68.000,\
0.000,\
0.000,\
39.000,\
17.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
15.000,\
0.000,\
27.000,\
0.000,\
0.000,\
153.000,\
0.000,\
0.000,\
126.000,\
0.000,\
90.000,\
0.000,\
4.000,\
146.000,\
39.000,\
0.000,\
0.000,\
89.000,\
44.000,\
9.000,\
0.000,\
0.000,\
0.000,\
87.000,\
56.000,\
2.000,\
38.000,\
76.000,\
95.000,\
42.000,\
44.000,\
0.000,\
0.000,\
7.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
18.000,\
0.000,\
0.000,\
2.000,\
18.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
93.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
110.000,\
0.000,\
75.000,\
0.000,\
0.000,\
87.000,\
0.000,\
20.000,\
0.000,\
35.000,\
31.000,\
23.000,\
178.000,\
0.000,\
0.000,\
0.000,\
0.000,\
85.000,\
121.000,\
113.000,\
0.000,\
82.000,\
94.000,\
0.000,\
0.000,\
0.000,\
13.000,\
21.000,\
0.000,\
22.000,\
0.000,\
25.000,\
0.000,\
0.000,\
93.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
10.000,\
0.000,\
15.000,\
0.000,\
0.000,\
0.000,\
0.000,\
87.000,\
0.000,\
0.000,\
107.000,\
0.000,\
180.000,\
19.000,\
0.000,\
151.000,\
60.000,\
0.000,\
1.000,\
0.000,\
78.000,\
31.000,\
0.000,\
0.000,\
12.000,\
105.000,\
50.000,\
10.000,\
44.000,\
95.000,\
37.000,\
0.000,\
45.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
50.000,\
6.000,\
0.000,\
0.000,\
0.000,\
0.000,\
44.000,\
0.000,\
26.000,\
0.000,\
0.000,\
0.000,\
0.000,\
14.000,\
135.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
123.000,\
0.000,\
95.000,\
0.000,\
0.000,\
0.000,\
0.000,\
61.000,\
0.000,\
0.000,\
45.000,\
0.000,\
198.000,\
0.000,\
0.000,\
0.000,\
0.000,\
62.000,\
91.000,\
86.000,\
0.000,\
65.000,\
63.000,\
13.000,\
51.000,\
0.000,\
12.000,\
69.000,\
69.000,\
0.000,\
82.000,\
4.000,\
0.000,\
6.000,\
64.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
75.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
113.000,\
0.000,\
0.000,\
23.000,\
0.000,\
39.000,\
0.000,\
17.000,\
52.000,\
2.000,\
0.000,\
0.000,\
0.000,\
23.000,\
31.000,\
0.000,\
0.000,\
94.000,\
104.000,\
22.000,\
0.000,\
0.000,\
65.000,\
18.000,\
0.000,\
0.000,\
1.000,\
0.000,\
0.000,\
0.000,\
0.000,\
53.000,\
0.000,\
0.000,\
41.000,\
0.000,\
0.000,\
13.000,\
0.000,\
0.000,\
58.000,\
0.000,\
3.000,\
0.000,\
0.000,\
31.000,\
0.000,\
0.000,\
167.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
104.000,\
0.000,\
79.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
34.000,\
0.000,\
25.000,\
