# act1 (shape [136, 32]),\
0.000,\
153.000,\
0.000,\
24.000,\
0.000,\
228.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
95.000,\
0.000,\
0.000,\
132.000,\
255.000,\
0.000,\
0.000,\
66.000,\
0.000,\
0.000,\
0.000,\
0.000,\
128.000,\
110.000,\
97.000,\
254.000,\
0.000,\
53.000,\
61.000,\
189.000,\
0.000,\
0.000,\
53.000,\
0.000,\
126.000,\
0.000,\
67.000,\
0.000,\
0.000,\
0.000,\
70.000,\
16.000,\
2.000,\
59.000,\
42.000,\
0.000,\
74.000,\
0.000,\
23.000,\
153.000,\
44.000,\
25.000,\
63.000,\
0.000,\
0.000,\
0.000,\
25.000,\
42.000,\
0.000,\
28.000,\
0.000,\
16.000,\
0.000,\
92.000,\
182.000,\
29.000,\
160.000,\
0.000,\
0.000,\
0.000,\
156.000,\
0.000,\
0.000,\
0.000,\
30.000,\
69.000,\
126.000,\
64.000,\
122.000,\
0.000,\
43.000,\
130.000,\
26.000,\
156.000,\
0.000,\
0.000,\
76.000,\
0.000,\
0.000,\
0.000,\
0.000,\
33.000,\
142.000,\
0.000,\
0.000,\
27.000,\
0.000,\
0.000,\
122.000,\
88.000,\
0.000,\
90.000,\
165.000,\
0.000,\
124.000,\
0.000,\
38.000,\
131.000,\
0.000,\
81.000,\
0.000,\
0.000,\
110.000,\
0.000,\
0.000,\
97.000,\
245.000,\
0.000,\
0.000,\
46.000,\
7.000,\
95.000,\
0.000,\
0.000,\
0.000,\
82.000,\
0.000,\
78.000,\
0.000,\
0.000,\
110.000,\
0.000,\
0.000,\
60.000,\
242.000,\
0.000,\
123.000,\
0.000,\
0.000,\
30.000,\
112.000,\
66.000,\
38.000,\
0.000,\
153.000,\
56.000,\
18.000,\
85.000,\
71.000,\
2.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
27.000,\
0.000,\
44.000,\
0.000,\
0.000,\
0.000,\
25.000,\
0.000,\
59.000,\
26.000,\
0.000,\
63.000,\
0.000,\
0.000,\
17.000,\
125.000,\
0.000,\
41.000,\
119.000,\
0.000,\
12.000,\
211.000,\
0.000,\
0.000,\
52.000,\
0.000,\
0.000,\
61.000,\
96.000,\
190.000,\
0.000,\
0.000,\
0.000,\
20.000,\
0.000,\
0.000,\
0.000,\
0.000,\
50.000,\
21.000,\
107.000,\
62.000,\
0.000,\
57.000,\
0.000,\
0.000,\
1.000,\
102.000,\
0.000,\
117.000,\
19.000,\
0.000,\
14.000,\
50.000,\
0.000,\
0.000,\
24.000,\
0.000,\
0.000,\
33.000,\
106.000,\
115.000,\
0.000,\
0.000,\
4.000,\
41.000,\
0.000,\
91.000,\
102.000,\
0.000,\
79.000,\
0.000,\
140.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
55.000,\
68.000,\
0.000,\
101.000,\
34.000,\
0.000,\
36.000,\
0.000,\
0.000,\
78.000,\
25.000,\
0.000,\
120.000,\
58.000,\
0.000,\
118.000,\
0.000,\
19.000,\
165.000,\
191.000,\
0.000,\
48.000,\
40.000,\
0.000,\
0.000,\
0.000,\
66.000,\
0.000,\
13.000,\
0.000,\
0.000,\
44.000,\
26.000,\
49.000,\
0.000,\
0.000,\
36.000,\
0.000,\
38.000,\
28.000,\
0.000,\
42.000,\
0.000,\
0.000,\
42.000,\
1.000,\
9.000,\
59.000,\
0.000,\
48.000,\
129.000,\
61.000,\
0.000,\
37.000,\
61.000,\
38.000,\
66.000,\
0.000,\
0.000,\
0.000,\
171.000,\
0.000,\
20.000,\
0.000,\
0.000,\
11.000,\
19.000,\
0.000,\
81.000,\
0.000,\
36.000,\
254.000,\
7.000,\
47.000,\
2.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
87.000,\
50.000,\
0.000,\
31.000,\
26.000,\
14.000,\
44.000,\
54.000,\
0.000,\
33.000,\
3.000,\
133.000,\
0.000,\
12.000,\
0.000,\
0.000,\
0.000,\
37.000,\
0.000,\
51.000,\
0.000,\
49.000,\
79.000,\
10.000,\
51.000,\
0.000,\
11.000,\
0.000,\
0.000,\
0.000,\
0.000,\
0.000,\
18.000,\
37.000,\
0.000,\
37.000,\
2.000,\
0.000,\
0.000,\
83.000,\
83.000,\
23.000,\
71.000,\
71.000,\
0.000,\
86.000,\
0.000,\
0.000,\
87.000,\
51.000,\
115.000,\
23.000,\
0.000,\
39.000,\
0.000,\
0.000,\
4.000,\
67.000,\
0.000,\
0.000,\
16.000,\
18.000,\
17.000,\
0.000,\
0.000,\
16.000,\
20.000,\
0.000,\
55.000,\
0.000,\
0.000,\
136.000,\
26.000,\
0.000,\
94.000,\
48.000,\
0.000,\
34.000,\
18.000,\
3.000,\
91.000,\
40.000,\
0.000,\
0.000,\
0.000,\
53.000,\
0.000,\
0.000,\
33.000,\
133.000,\
0.000,\
0.000,\
25.000,\
18.000,\
20.000,\
0.000,\
0.000,\
0.000,\
18.000,\
0.000,\
0.000,\
14.000,\
0.000,\
4.000,\
17.000,\
0.000,\
0.000,\
26.000,\
0.000,\
0.000,\
39.000,\
2.000,\
55.000,\
0.000,\
